Count,Original_menu,Oriignal_prod,Menu_Cat_Tran,Prod_Tran,Variant,Masterdish,flag,Cuisine,cuisine_flag,Subcuisine,subcuisine_flag,Subcategory,subcategory_flag,Ingredient
3623,La Pasticceria,Torta Alle Mele,The Confectionery,apple pie,,pie apple,0,dessert,0,pie,0,dessert,0,,,
3624,La Pasticceria,Torta Cioccolato,The Confectionery,Chocolate cake,,chocolate cake,0,dessert,0,cake,0,dessert,0,,,
3625,La Pasticceria,Torta Cioccolato,The Confectionery,Chocolate cake,,chocolate cake,0,dessert,0,cake,0,dessert,0,,,
3626,La Pasticceria,Torta Cioccolato,The Confectionery,Chocolate cake,,chocolate cake,0,dessert,0,cake,0,dessert,0,,,
3627,La Pasticceria,Torta Della Nonna,The Confectionery,torta della nonna,,torta della nonna,0,italian,0,other italian dish,1,,,egg yolks,pine nuts,ricotta cheese
3628,La Pasticceria,Torta Della Nonna,The Confectionery,torta della nonna,,torta della nonna,0,italian,0,other italian dish,1,,,egg yolks,pine nuts,ricotta cheese
3629,La Pasticceria,Torta Della Nonna,The Confectionery,torta della nonna,,torta della nonna,0,italian,0,other italian dish,1,,,egg yolks,pine nuts,ricotta cheese
3630,I Panini,Venezia,sandwiches,Venice,,venice sandwich,0,american,0,american dish,0,fast food,1,maraschino cherries,vanilla extract,walnut
3631,I Panini,Venezia,sandwiches,Venice,,venice sandwich,0,american,0,american dish,0,fast food,1,maraschino cherries,vanilla extract,walnut
3632,I Panini,Venezia,sandwiches,Venice,,venice sandwich,0,american,0,american dish,0,fast food,1,maraschino cherries,vanilla extract,walnut
3633,Le Insalate,Verdure Grigliate,salads,grilled vegetables,,grilled vegetables,0,italian,0,salad,1,salad,1,vegetable,broad beans,couscous
3634,Le Insalate,Verdure Grigliate,salads,grilled vegetables,,grilled vegetables,0,italian,0,salad,1,salad,1,vegetable,broad beans,couscous
3635,Le Insalate,Verdure Grigliate,salads,grilled vegetables,,grilled vegetables,0,italian,0,salad,1,salad,1,vegetable,broad beans,couscous
3636,Le Pizze,Zucchine,The Pizze,zucchini,,zucchini pizza,0,italian,0,other italian dish,1,,,zucchini,tomato,mozzarella cheese
3637,Le Pizze,Zucchine,The Pizze,zucchini,,zucchini pizza,0,italian,0,other italian dish,1,,,zucchini,tomato,mozzarella cheese
3638,Le Pizze,Zucchine,The Pizze,zucchini,,zucchini pizza,0,italian,0,other italian dish,1,,,zucchini,tomato,mozzarella cheese
3639,Café,Americana,Coffee,americana,,american,0,non-alcoholic beverages,0,coffee,0,hot beverages,1,,,
3640,Viennoiserie et patisserie,Brownie,pastry and pastry,brownie,,brownie,1,dessert,0,brownie,0,dessert,0,,,
3641,Salade,Bruschetta,salad,bruschetta,,bruschetta,1,italian,0,salad,1,salad,1,,,
3642,Café,Cappuccino,Coffee,cappuccino,,cappuccino,0,non-alcoholic beverages,0,cappuccino,0,hot beverages,1,,,
3643,Café,Casbah,Coffee,casbah,,casbah,0,non-alcoholic beverages,0,coffee,0,hot beverages,1,,,
3644,Café,Chocolat,Coffee,chocolate,,chocolate,0,non-alcoholic beverages,0,coffee,0,hot beverages,1,,,
3645,Café,Chocolat con panna,Coffee,chocolate con panna,,panna,1,non-alcoholic beverages,0,coffee,0,hot beverages,1,,,
3646,Boisson,Coke,beverage,coke,,cocacola,1,non-alcoholic beverages,0,other beverages,1,cold beverages,1,,,
3647,Boisson,Coke 0%,beverage,Coke 0%,0,cocacola,1,non-alcoholic beverages,0,other beverages,1,cold beverages,1,,,
3648,Viennoiserie et patisserie,Croissants,pastry and pastry,Croissants,,croissant pastry,0,dessert,0,pastry,0,dessert,0,,,
3649,Boisson,Diet coke,beverage,diet coke,,cocacola,1,non-alcoholic beverages,0,other beverages,1,cold beverages,1,,,
3650,Viennoiserie et patisserie,Donnuts,pastry and pastry,donnuts,,donut pastry,0,dessert,0,pastry,0,dessert,0,,,
3651,Grillade,Entrecôte grillée à la plancha,grilling,grilled steak a la plancha,,steak grilled,1,american,0,steak dish,0,,,steak,italian dressing,sirloin steak
3652,Grillade,"Entrecôte, pommes au four",grilling,steak baked potatoes,,baked potatoes,1,american,0,steak dish,0,,,steak,black pepper,garlic powder
3653,Grillade,Escalope de dinde à la crème,grilling,cream turkey escalope,,cream escalope,1,italian,0,other italian dish,1,,,cream,lemon juice,peach
3654,Grillade,Escalope de dinde grillée à la plancha,grilling,grilled turkey cutlet a la plancha,,grilled cutlet,1,italian,0,grilled dish,0,,,bread crumbs,pork chops,black pepper
3655,Grillade,Escalope de dinde panée,grilling,turkey cutlet breaded,,turkey cutlet breaded,0,italian,0,other italian dish,1,,,merlot,orange juice concentrate,turkey
3656,Café,Espresso,Coffee,expressed,,expressed,0,non-alcoholic beverages,0,coffee,0,hot beverages,1,,,
3657,Boisson,Fanta citron,beverage,lemon fanta,,lemon fanta,0,non-alcoholic beverages,0,other beverages,1,cold beverages,1,,,
3658,Boisson,Fanta orange,beverage,Fanta orange,,fanta orange,0,non-alcoholic beverages,0,other beverages,1,cold beverages,1,,,
3659,Pasta,Farfali veletrana,pasta,farfali veletrana,,farfali veletrana,0,italian,0,pasta,0,,,pasta,artichoke,olive oil
3660,Grillade,Filet grilleé,grilling,Grilled Filet,,grilled fillet,0,italian,0,grilled dish,0,,,coriander seed,dijon mustard,red pepper flakes
3661,Grillade,Foie grillé,grilling,Grilled liver,,grilled liver,0,italian,0,grilled dish,0,,,liver,black pepper,onions
3662,Viennoiserie et patisserie,Gateau chocolate,pastry and pastry,chocolate cake,,chocolate cake,0,dessert,0,cake,0,dessert,0,,,
3663,Boisson,Ice tea citron,beverage,lemon ice tea,,lemon tea,1,non-alcoholic beverages,0,tea,0,cold beverages,1,,,
3664,Boisson,Ice tea pêche,beverage,ice tea peach,,ice tea,1,non-alcoholic beverages,0,tea,0,cold beverages,1,,,
3665,Salade,Insalata al tonno (thon),salad,Tuna salad (thon),thon,salad tuna,0,italian,0,salad,1,salad,1,tuna,tomato soup,cream cheese
3666,Salade,Insalata al vapore (à la vapeur),salad,Salad steamed (Ã  la vapeur),Ã  la vapeur,salad steamed,1,italian,0,salad,1,salad,1,anchovy fillets,dijon mustard,black pepper
3667,Salade,Insalata cesare,salad,Caesar Salad,,salad caesar,0,western,1,salad,1,salad,1,black pepper,dijon mustard,romaine lettuce
3668,Salade,Insalata di lattuga,salad,lettuce salad,,lettuce salad,0,italian,0,salad,1,salad,1,lettuce,cauliflower,peas
3669,Salade,Insalata di parmigiano,salad,parmesan salad,,salad parmesan,1,italian,0,salad,1,salad,1,spinach,onions,cherry tomato
3670,Salade,Insalata di polpo e calamari (poulpe et calamar),salad,salad of octopus and squid (calamar poulpe et),calamar poulpe et,salad squid,1,italian,0,salad,1,salad,1,octopus,squid,salad greens
3671,Salade,Insalata fresca (fraîche),salad,fresh salad (fraÃ®che),fraÃ®che,salad,1,italian,0,salad,1,salad,1,black pepper,salad greens,
3672,Salade,Insalata misto,salad,mixed salad,,mixed salad,0,italian,0,salad,1,salad,1,blackberry,blueberry,salad dressing
3673,Grillade,Involtini escalope de dinde en papillote,grilling,involtini turkey escalope in foil, foil,turkey,1,italian,0,other italian dish,1,,,chicken broth,black pepper,turkey
3674,Boisson,Jus citron,beverage,lemon juice,,lemon juice,0,non-alcoholic beverages,0,juice,0,cold beverages,1,lemon,lemon jello,
3675,Boisson,Jus orange,beverage,orange juice,,orange juice,0,non-alcoholic beverages,0,juice,0,cold beverages,1,orange,orange juice,black pepper
3676,Pasta,Lasagnes bolognaise,pasta,Lasagne Bolognese,,lasagna bolognese,1,italian,0,pasta,0,main course,1,pasta,black pepper,carrot
3677,Pasta,Lasagnes de crevettes,pasta,shrimp lasagna,,shrimp lasagna,0,italian,0,pasta,0,,,shrimp,pasta,basil
3678,Pasta,Lasagnes fenouille petit pois,pasta,fennel lasagne pea,,fennel lasagna,0,italian,0,pasta,0,main course,1,pasta,fennel,cottage cheese
3679,Café,Latte machiatto,Coffee,milk machiatto,,milk machiatto,0,non-alcoholic beverages,0,coffee,0,hot beverages,1,,,
3680,Café,Machiato,Coffee,machiato,,machiatto,0,non-alcoholic beverages,0,coffee,0,hot beverages,1,,,
3681,Café,Mezzo-mezzo,Coffee,half-half,,half coffee,0,non-alcoholic beverages,0,coffee,0,hot beverages,1,,,
3682,Boisson,Milk-shake Banane ,beverage,banana milkshake,,banana milkshake,0,non-alcoholic beverages,0,milkshake,0,cold beverages,1,,,
3683,Boisson,Milk-shake Caramel,beverage,caramel milkshake,,caramel milkshake,0,non-alcoholic beverages,0,milkshake,0,cold beverages,1,,,
3684,Boisson,Milk-shake Chocolat,beverage,chocolate milkshake,,chocolate milkshake,0,non-alcoholic beverages,0,milkshake,0,cold beverages,1,,,
3685,Boisson,Milk-shake Fraise,beverage,strawberry milkshake,,strawberry milkshake,0,non-alcoholic beverages,0,milkshake,0,cold beverages,1,,,
3686,Boisson,Milk-shake Nougat,beverage,milkshake nougat,,milkshake nougat,0,non-alcoholic beverages,0,milkshake,0,cold beverages,1,,,
3687,Boisson,Milk-shake Pistache,beverage,pistachio milkshake,,pistachio,1,non-alcoholic beverages,0,milkshake,0,cold beverages,1,,,
3688,Pasta,Niochi basilic,pasta,Niochi basil,,basil,1,italian,0,pasta,0,starter,1,basil,pasta,mozzarella cheese
3689,Pasta,Niochi épinards,pasta,niochi spinach,,gnocchi spinach,0,italian,0,pasta,0,starter,1,spinach,pasta,cheese sauce
3690,Viennoiserie et patisserie,Pain au raisin,pastry and pastry,raisin bread,,raisin bread,0,italian,0,other bread,1,bread,1,raisin,bread,buttermilk
3691,Viennoiserie et patisserie,Pain d'épice,pastry and pastry,gingerbread,,gingerbread pastry,0,dessert,0,pastry,0,dessert,0,,,
3692,Pasta,Penne arrabiata,pasta,penne arrabiata,,arrabiata penne,1,italian,0,pasta,0,main course,1,pasta,penne,cremini mushrooms
3693,Pasta,Penne bolognaise,pasta,penne bolognese,,penne bolognese,0,italian,0,pasta,0,main course,1,pasta,penne,basil
3694,Pasta,Penne brocolis,pasta,broccoli penne,,broccoli penne,0,italian,0,pasta,0,main course,1,pasta,penne,red pepper flakes
3695,Pasta,"Penne brocolis, poivron",pasta,broccoli penne pepper,,broccoli penne,0,italian,0,pasta,0,main course,1,pasta,penne,red pepper flakes
3696,Pasta,Penne légumes,pasta,penne vegetables,,vegetables,1,italian,0,pasta,0,main course,1,pasta,penne,vegetable
3697,Pasta,Penne pesto,pasta,penne pesto,,pesto,1,italian,0,soup and sauce,0,main course,1,pasta,penne,pesto
3698,Pasta,Penne puttanesca,pasta,Penne puttanesca,,puttanesca,1,italian,0,pasta,0,main course,1,pasta,onions,capers
3699,Pasta,"Penne puttanesca, basilic",pasta,penne puttanesca basil,,puttanesca,1,italian,0,pasta,0,main course,1,basil,pasta,penne
3700,Pasta,Penne quatre fromages,pasta,Four Cheese Penne,,four cheese penne,0,italian,0,pasta,0,main course,1,cheese,pasta,penne
3701,Pizza,Pizza 4 fromages,pizza,4 cheese pizza,4,pizza cheese,0,italian,0,pizza,0,main course,1,cheese,mozzarella cheese,oregano
3702,Pizza,Pizza barbecue,pizza,BBQ pizza,,pizza bbq,0,american,0,american dish,0,main course,1,barbecue sauce,cheddar cheese,onions
3703,Pizza,Pizza brocolis,pizza,Pizza broccoli,,broccoli pizza,0,italian,0,pizza,0,main course,1,broccoli,cheddar cheese,plum tomato
3704,Pizza,Pizza camembert,pizza,pizza pie,,pie,1,dessert,0,pie,0,dessert,0,,,
3705,Pizza,Pizza frutti di mare,pizza,pizza seafood,,seafood pizza,0,italian,0,pizza,0,main course,1,seafood,alfredo sauce,crab meat
3706,Pizza,Pizza Géante,pizza,giant pizza,,giant pizza,0,italian,0,pizza,0,main course,1,semisweet chocolate chips,frosting,oats
3707,Pizza,Pizza mare monte,pizza,Pizza monte mare,,mare,1,italian,0,pizza,0,main course,1,pasta,basil,parsley
3708,Pizza,Pizza marguerite,pizza,Pizza Daisy,,daisy pizza,0,italian,0,pizza,0,main course,1,celery,cheddar cheese,lemon juice
3709,Pizza,Pizza napolitana,pizza,Neapolitan pizza,,neapolitan pizza,0,italian,0,pizza,0,main course,1,cornmeal,pizza dough,cherry
3710,Pizza,Pizza orientale,pizza,pizza Eastern,,eastern pizza,0,italian,0,pizza,0,main course,1,feta cheese,garlic powder,green olive
3711,Pizza,Pizza patate,pizza,pizza potatoes,,potatoes,1,italian,0,pizza,0,main course,1,parsley,onions,paprika
3712,Pizza,Pizza regina,pizza,Pizza regina,,regina pizza,0,italian,0,pizza,0,main course,1,cayenne,honey,italian cheese blend
3713,Pizza,Pizza regina biancha,pizza,Pizza regina Biancha,,regina pizza,1,italian,0,pizza,0,main course,1,cayenne,honey,italian cheese blend
3714,Pizza,Pizza salami,pizza,Pizza salami,,pizza salami,0,american,0,sausage,0,main course,1,salami,mozzarella cheese,pizza sauce
3715,Pizza,Pizza salmone,pizza,Pizza salmon,,pizza salmon,0,italian,0,pizza,0,main course,1,salmon,cucumber,lemon juice
3716,Pizza,Pizza tono,pizza,pizza tone,,pizza tone,0,italian,0,pizza,0,main course,1,red pepper flakes,oregano,eggplant
3717,Pizza,Pizza vegetariana,pizza,vegetarian pizza,,pizza vegetarian,0,italian,0,pizza,0,main course,1,feta cheese,spinach,kalamata olive
3718,Pasta,Raviolis epinards,pasta,spinach ravioli,,ravioli spinach,1,italian,0,pasta,0,starter,1,spinach,pasta,mozzarella cheese
3719,Pasta,Raviolis épinards ricotta,pasta,spinach ricotta ravioli,,spinach ricotta ravioli,0,italian,0,pasta,0,starter,1,spinach,pasta,goat cheese
3720,Boisson,Red bull,beverage,red bull,,red bull,0,non-alcoholic beverages,0,other beverages,1,cold beverages,1,,,
3721,Boisson,Schweppes,beverage,Schweppes,,schweppes,0,non-alcoholic beverages,0,other beverages,1,cold beverages,1,,,
3722,Boisson,Schweppes tonic,beverage,Schweppes tonic,,schweppes tonic,0,non-alcoholic beverages,0,other beverages,1,cold beverages,1,,,
3723,Café,Shakerato,Coffee,Shakerato,,shakerato,0,non-alcoholic beverages,0,coffee,0,hot beverages,1,,,
3724,Pasta,Spaghetti basilic pomodoro,pasta,Spaghetti basilic tomato,,spaghetti tomato basilio,0,italian,0,pasta,0,main course,1,tomato,pasta,basil
3725,Pasta,Spaghetti bolognaise,pasta,Spaghetti Bolognese,,spaghetti bolognese,0,italian,0,pasta,0,main course,1,pasta,mushroom,basil
3726,Pasta,Spaghetti cacio e pepe,pasta,spaghetti with cheese and pepper,,cheese spaghetti,1,italian,0,pasta,0,main course,1,cheese,pasta,black pepper
3727,Pasta,Spaghetti carbonara,pasta,spaghetti carbonara,,spaghetti carbonara,0,italian,0,pasta,0,main course,1,pasta,egg yolks,pancetta
3728,Pasta,Spaghetti tonno (thon),pasta,Spaghetti tuna (thon),thon,spaghetti tuna,0,italian,0,pasta,0,main course,1,tuna,pasta,black pepper
3729,Pasta,Tagliatelles au poulet,pasta,Tagliatelle with Chicken,,tagliatelle chicken,0,italian,0,pasta,0,main course,1,chicken,pasta,black pepper
3730,Pasta,Tagliatelles au saumon,pasta,tagliatelle with salmon,,tagliatelle salmon,0,italian,0,pasta,0,main course,1,salmon,pasta,parmigiano-reggiano cheese
3731,Pasta,Tagliatelles aux champignons,pasta,tagliatelle with mushrooms,,tagliatelle mushrooms,0,italian,0,pasta,0,,,pasta,mushroom,lemon juice
3732,Pasta,Tagliatelles aux crevettes,pasta,tagliatelle with shrimp,,tagliatelle shrimp,0,italian,0,pasta,0,,,shrimp,pasta,parmigiano-reggiano cheese
3733,Pasta,Tagliatelles aux quatre fromages,pasta,tagliatelle with four cheeses,,four cheese tagliatelle,1,italian,0,pasta,0,,,cheese,pasta,monterey jack cheese
3734,Viennoiserie et patisserie,Tarte au citron,pastry and pastry,Lemon Tart,,tart lemon,0,dessert,0,tart,0,dessert,0,,,
3735,Viennoiserie et patisserie,Tarte aux fruits,pastry and pastry,Fruit tart,,tart,1,dessert,0,tart,0,dessert,0,,,
3736,Thé,The camomille,tea,the chamomile,,chamomile tea,0,non-alcoholic beverages,0,tea,0,hot beverages,1,,,
3737,Thé,The fruitee,tea,The FRUITEE,,fruitee tea,0,non-alcoholic beverages,0,tea,0,hot beverages,1,,,
3738,Thé,The mediterannee,tea,The Mediterannee,,mediterannee tea,0,non-alcoholic beverages,0,tea,0,hot beverages,1,,,
3739,Thé,The noir,tea,black tea,,black tea,0,non-alcoholic beverages,0,tea,0,hot beverages,1,,,
3740,Viennoiserie et patisserie,Tiramisu,pastry and pastry,tiramisu,,tiramisu,0,dessert,0,tiramisu,0,dessert,0,,,
3741,Thé,Tisane,tea,herbal teas,,tea herbal,0,non-alcoholic beverages,0,tea,0,hot beverages,1,,,
3742,Salade,Tomates mozzarella di bufala,salad,tomates mozzarella,,mozzarella tomatoes,0,italian,0,salad,1,salad,1,celery,oregano,mozzarella cheese
3743,Pasta,Tonnarelli cacio e pepe,pasta,tonnarelli cheese and pepper,,cheese tonnarelli pasta,1,italian,0,pasta,0,,,cheese,pasta,artichoke
3744,Boissons,Café,beverages,Coffee,,coffee,1,non-alcoholic beverages,0,coffee,0,hot beverages,1,,,
3745,Boissons,Café,beverages,Coffee,,coffee,1,non-alcoholic beverages,0,coffee,0,hot beverages,1,,,
3746,Dimanche midi,Chakchouka bœuf ,Sunday lunch,Beef chakchouka,,chekhchoukha,1,italian,0,beef dish,0,,,,,
3747,Boissons,Coca,beverages,coca,,cocacola,1,non-alcoholic beverages,0,other beverages,1,cold beverages,1,,,
3748,Boissons,Coca,beverages,coca,,cocacola,1,non-alcoholic beverages,0,other beverages,1,cold beverages,1,,,
3749,Boissons,Coca zéro,beverages,Coke Zero,,cocacola,1,non-alcoholic beverages,0,other beverages,1,cold beverages,1,,,
3750,Boissons,Coca zéro,beverages,Coke Zero,,cocacola,1,non-alcoholic beverages,0,other beverages,1,cold beverages,1,,,
3751,Jeudi midi,Cordon bleu,Thursday noon,Cordon bleu,,cordon bleu,0,italian,0,other italian dish,1,,,chicken bouillon granule,cornstarch,paprika
3752,Mercredi midi,Couscous bœuf ,Wednesday noon,couscous beef,,couscous,1,italian,0,beef dish,0,,,beef,carrot,couscous
3753,Plats à la carte du midi,Cuisse de poulet marinée,dishes at lunch menu,marinated chicken thigh,,marinated chicken,1,italian,0,chicken dish,0,,,chicken,olives,green olive
3754,Desserts,Dessert du jour,desserts,dessert of the day,,dessert,0,dessert,0,dessert,0,dessert,0,,,
3755,Desserts,Dessert du jour,desserts,dessert of the day,,dessert,0,dessert,0,dessert,0,dessert,0,,,
3756,Boissons,Eau minérale,beverages,mineral water,,minerale water,0,non-alcoholic beverages,0,other beverages,1,cold beverages,1,,,
3757,Boissons,Eau minérale,beverages,mineral water,,minerale water,0,non-alcoholic beverages,0,other beverages,1,cold beverages,1,,,
3758,Plats à la carte du midi,Entrecôte,dishes at lunch menu,entrecote,,entrecote,0,italian,0,other italian dish,1,,,black pepper,demi glace,parsley
3759,Plats à la carte du midi,Escalope de poulet marinée,dishes at lunch menu,marinated chicken breast,,chicken breast marinated,0,italian,0,chicken dish,0,,,chicken,green onion,yogurt
3760,Boissons,Fanta,beverages,fanta,,fanta,0,non-alcoholic beverages,0,other beverages,1,cold beverages,1,,,
3761,Boissons,Fanta,beverages,fanta,,fanta,0,non-alcoholic beverages,0,other beverages,1,cold beverages,1,,,
3762,Plats à la carte du midi,Foie de veau,dishes at lunch menu,veal liver,,veal liver,0,american,0,steak dish,0,,,veal,liver,green beans
3763,Boissons,Jus cocktail,beverages,cocktail juice,,cocktail juice,0,alcoholic beverages,0,cocktail,0,alcoholic beverages,0,,,
3764,Boissons,Jus cocktail,beverages,cocktail juice,,cocktail juice,0,alcoholic beverages,0,cocktail,0,alcoholic beverages,0,,,
3765,Boissons,Jus d'orange,beverages,orange juice,,orange juice,0,non-alcoholic beverages,0,juice,0,cold beverages,1,orange,orange juice,black pepper
3766,Boissons,Jus d'orange,beverages,orange juice,,orange juice,0,non-alcoholic beverages,0,juice,0,cold beverages,1,orange,orange juice,black pepper
3767,Boissons,Jus de citron,beverages,lemon juice,,lemon juice,0,non-alcoholic beverages,0,juice,0,cold beverages,1,lemon,lemon jello,
3768,Boissons,Jus de citron,beverages,lemon juice,,lemon juice,0,non-alcoholic beverages,0,juice,0,cold beverages,1,lemon,lemon jello,
3769,Boissons,Jus pressé citron,beverages,lemon juice,,lemon juice,0,non-alcoholic beverages,0,juice,0,cold beverages,1,lemon,lemon jello,
3770,Boissons,Jus pressé citron,beverages,lemon juice,,lemon juice,0,non-alcoholic beverages,0,juice,0,cold beverages,1,lemon,lemon jello,
3771,Boissons,Jus pressé orange,beverages,Squeezed orange juice,,orange juice,1,non-alcoholic beverages,0,juice,0,cold beverages,1,orange,orange juice,black pepper
3772,Boissons,Jus pressé orange,beverages,Squeezed orange juice,,orange juice,1,non-alcoholic beverages,0,juice,0,cold beverages,1,orange,orange juice,black pepper
3773,Pizzas,Pizza 3 fromages,Pizzas,3 cheese pizza,3,pizza cheese,0,italian,0,pizza,0,main course,1,cheese,mozzarella cheese,oregano
3774,Pizzas,Pizza au poulet,Pizzas,Chicken Pizza,,pizza chicken,0,italian,0,pizza,0,main course,1,chicken,bay leaf,celery
3775,Pizzas,Pizza au thon,Pizzas,Pizza with tuna,,pizza tuna,0,italian,0,pizza,0,main course,1,tuna,basil,mozzarella cheese
3776,Pizzas,Pizza aux anchois,Pizzas,Pizza with anchovies,,anchovies pizza,1,italian,0,pizza,0,main course,1,anchovy fillets,cream cheese,chili pepper
3777,Pizzas,Pizza aux crevettes,Pizzas,Pizza with Shrimp,,pizza shrimp,0,italian,0,pizza,0,main course,1,shrimp,mayonnaise,seafood sauce
3778,Pizzas,Pizza aux fruits de mer,Pizzas,pizza with seafood,,seafood pizza,0,italian,0,pizza,0,main course,1,seafood,alfredo sauce,crab meat
3779,Pizzas,Pizza du chef,Pizzas,Pizza chef,,pizza chef,0,italian,0,pizza,0,main course,1,arrowroot,broccoli,garlic powder
3780,Pizzas,Pizza merguez,Pizzas,Pizza merguez,,pizza merguez,0,italian,0,pizza,0,main course,1,harissa,cilantro,cinnamon
3781,Pizzas,Pizza viande hachée,Pizzas,pizza minced meat,,meat pizza,1,italian,0,pizza,0,main course,1,meat,chili sauce,crab meat
3782,Lundi midi,Plats de poisson (selon arrivage),Monday noon,fish dishes (depending on availability),depending on availability,fish dishes,0,italian,0,seafood dish,1,,,fish,mustard,coriander
3783,Mardi midi,Rechta au poulet,Tuesday noon,rechta Chicken,,rechta chicken,0,italian,0,chicken dish,0,,,chicken,bacon grease,potato
3784,Sandwichs,Sandwich merguez,sandwiches,merguez sandwich,,merguez sandwich,0,american,0,american dish,0,fast food,1,harissa,cilantro,cinnamon
3785,Sandwichs,Sandwich merguez,sandwiches,merguez sandwich,,merguez sandwich,0,american,0,american dish,0,fast food,1,harissa,cilantro,cinnamon
3786,Sandwichs,Sandwich poulet,sandwiches,chicken sandwich,,chicken sandwich,0,american,0,american dish,0,fast food,1,chicken,olives,buns
3787,Sandwichs,Sandwich poulet,sandwiches,chicken sandwich,,chicken sandwich,0,american,0,american dish,0,fast food,1,chicken,olives,buns
3788,Sandwichs,Sandwich viande hachée,sandwiches,Sandwich ground meat,,meat sandwich,1,american,0,american dish,0,fast food,1,meat,black pepper,cayenne
3789,Sandwichs,Sandwich viande hachée,sandwiches,Sandwich ground meat,,meat sandwich,1,american,0,american dish,0,fast food,1,meat,black pepper,cayenne
3790,Plats à la carte du midi,Sardines en friture,dishes at lunch menu,fried sardines,,fried sardines,0,italian,0,main course,1,main course,1,sardine,,
3791,Jeudi midi,Sardines en sauce,Thursday noon,sardines in sauce,,fish dishes,0,italian,0,seafood dish,1,,,fish,sardine,mustard
3792,Boissons,Thé,beverages,tea,,tea,0,non-alcoholic beverages,0,tea,0,hot beverages,1,,,
3793,Boissons,Thé,beverages,tea,,tea,0,non-alcoholic beverages,0,tea,0,hot beverages,1,,,
3794,Shakahari Taj Mahal,Aloo jeera,Shakahari Taj Mahal,aloo jeera,,aloo jeera,0,indian,0,north indian dish,0,,,aloo,bay leaf,cinnamon
3795,Tandoori khazana,Assortiment de kebab (sizzler),tandoori khazana,assorted kebab (sizzler),sizzler,assorted kebab,0,indian,0,north indian dish,0,starter,1,black pepper,lamb,mint
3796,Shakahari Taj Mahal,Butter grevy,Shakahari Taj Mahal,butter grevy,,butter grevy,0,Indian,0,other Indian dish,1,,,butter,coconut oil,cornstarch
3797,Spécialités de pains indiens,Butter naan,Specialty Indian breads,butter naan,,butter naan,0,indian,0,north indian dish,0,bread,1,butter,bread,coriander
3798,Shakahari Taj Mahal,Channa masala,Shakahari Taj Mahal,channa masala,,chana,1,indian,0,north indian dish,0,,,chana,bay leaves,mustard seed
3799,Tandoori khazana,Chicken Afghani,tandoori khazana,Chicken Afghani,,chicken,1,indian,0,north indian dish,0,,,chicken,bacon grease,potato
3800,Spécialités riz basmati,Chicken biryani,basmati rice specialties,Chicken biryani,,chicken biryani,0,indian,0,north indian dish,0,main course,1,chicken,rice,chicken broth
3801,Poulet en sauce,Chicken do piyaza,Chicken with sauce,chicken do piyaza,,chicken pyaza,0,Indian,0,chicken dish,0,,,chicken,bacon grease,potato
3802,Poulet en sauce,Chicken jalfrezi,Chicken with sauce,Chicken jalfrezi,,chicken jalfrezi,0,indian,0,north indian dish,0,,,chicken,tomato,bay leaf
3803,Poulet en sauce,Chicken manchurian,Chicken with sauce,Chicken manchurian,,chicken,1,Indian,0,chicken dish,0,,,chicken,bacon grease,potato
3804,Poulet en sauce,Chicken methi malai,Chicken with sauce,chicken methi malai,,methi malai chicken,1,Indian,0,chicken dish,0,,,chicken,,
3805,Tandoori khazana,Chicken pakora (Plat servi toute la semaine sauf le jeudi),tandoori khazana,Chicken pakora (dish served all week except Thursday),dish served all week except thursday,chicken pakora,0,Indian,0,chicken dish,0,,,chicken,onions,jalapeno
3806,Poulet en sauce,Chilly chicken,Chicken with sauce,Chilly chicken,,chilli chicken,1,Indian,0,chicken dish,0,,,chicken,garam masala,green chilies
3807,Spécialités de pains indiens,Chilly parantha,Specialty Indian breads,chilly parantha,,chilli paratha,0,indian,0,north indian dish,0,bread,1,bread,ghee,
3808,Poulet en sauce,Cream chicken,Chicken with sauce,Cream chicken,,cream chicken,0,Indian,0,chicken dish,0,starter,1,chicken,cream,cream of chicken soup
3809,Shakahari Taj Mahal,Daal makhani,Shakahari Taj Mahal,daal makhani,,dal makhani,0,indian,0,north indian dish,0,main course,1,ginger,green chilies,onions
3810,Desserts,Gajar ka halwa,desserts,Gajar ka halwa,,gajar ka halwa,0,dessert,0,indian dessert,0,dessert,0,,,
3811,Spécialités de pains indiens,Garlic naan,Specialty Indian breads,Garlic naan,,garlic naan,0,indian,0,north indian dish,0,bread,1,garlic,bread,coriander
3812,Spécialités riz basmati,Jeera rice,basmati rice specialties,jeera rice,,rice,1,Indian,0,rice dish,0,main course,1,rice,ginger,onions
3813,Shakahari Taj Mahal,Karahi - paneer,Shakahari Taj Mahal,karahi - paneer,,kadai paneer,0,indian,0,north indian dish,0,,,paneer,green chilies,lime juice
3814,Spécialités de pains indiens,Keema naan,Specialty Indian breads,keema naan,,keema naan,0,indian,0,north indian dish,0,bread,1,keema,bread,potato
3815,Desserts,Kheer,desserts,kheer,,kheer,0,dessert,0,indian dessert,0,dessert,0,,,
3816,Spécialités de pains indiens,Missi roti,Specialty Indian breads,missi roti,,missi roti,0,indian,0,north indian dish,0,bread,1,bread,black pepper,cilantro
3817,Shakahari Taj Mahal,Mix vegetable,Shakahari Taj Mahal,vegetable mix,,vegetables mix,0,Indian,0,other Indian dish,1,,,vegetable,carrot,coriander
